score,content
2,tolong dikembalikan lagi status online yg biasanya terlihat di chat room bikin susah karena pengguna jadi tidak bisa melihat apakah seller sedang online atau tidak sistem yg tahun lalu masih ada malah dihilangkan mulai tahun ini sangat disayangkan
1,status klaim barang selesai tp dana blm masuk ke saldo sia² bayar asuransi
1,makin sering beli makin hilang vouchers bahkan vouchers free ongkir aja udh ga ada jadi aplikasi sampah semenjak collab sama tiktok
1,heran sama diri sendiri berkali kali kecewa masih kecele aja pokoknya udah yg terakhir deh ini
1,jujur aja semakin jelek voucher diskon pun jarang pengguna setia malah no profit lol fix pindah
5,mantap
5,membantu
1,semenjak tokped di integrasi sama tiktok makin ribet barang sudah sampai sudah di terima masa saldo nya gak masuk udah seminggu lebih makin ke sini bukannya makin bagus malah makin gak jelas ribet pula
5,semngat
5,apk mantap loginnya mudah tdk seperti apk sebelah login susah patah pengiriman lama
5,bagus
1,payah barang hampir sebulan belum sampai pas kita komplaim investigasinya lama banget dari tanggal  mei sampai sekarang bahkan mungkin sampai tahun depan ga bakal kelar masalahnya tidak ada perkembangan sangat sangat mengecewakan
3,ribet cara ganti alamat penerimaan
5,kereen amanah
4,good
1,tidak bisa masuk di akun tokopedia karna lupa pin dan mau riset pin otp nya di kirim via email sedangkan email sudah gak aktif cuma nomornya yang aktif dan agak ada opsi buat kirim otp via whatsapp atau sms
5,dapat membeli saldo etoll
1,lama pengiriman nya mending pakai shoope
1,payah seller di toped banyak penipu dan heran nya kok bisa lolos tanpa ada alamat seller belanja sunco di kasih casing di komplain barang tidak bisa dikembalikan krn alamat seller tidak lengkap dan info dari toped bahwa pembeli tidak respon dan anehnya kita langsung di blok sehingga tidak memberikan ulasan parahkan asli parah toped terlihat seperti kerja sama sama seller
5,kualitas b arang yg dijual sesuai harga
5,jika ada transaksi yg mengatas namakan andriansyah nasution itu bukan saya saya tidak pernah sekalipun melakukan transaksi disini bahkan akunnya saja tidak pernah saya daftar terimakasih
1,cs tokopedia busuk cuma dijawab sm ai saya top up flazz status berhasil tapi saldo tidak bertambah mau komplain hubungi cs nya cuma dijawab ai yg jawabannya diulang sama sekali tidak ada solusi
5,memuaskan
1,tokopedia jelek sekali sangat mengganggu banyak iklan di hp saya padahal sdh saya hapus dzolim namanya
5,toped top pisan euy
2,jangan keseringan update dong bikin kesel tiap mau buka aplikasi update mulu
5,pelayanan dan respon oke mantap
4,lagi di coba dulu
5,bagus
5,saya belanja disini selalu dpt harga murah
1,beli barang dengan harga lumayan sejak  mei pengiriman jnt dan id express ajukan komplain pas udah lewat estimasi itupun tambah lagi  hari  mei malah ditolak karena katanya sudah dalam pengiriman nunggu lagi  jam investigasi sampe sekarang  mei masih belum sampai tolong dong admin bantu track paket saya barang nominalnya  digit
1,serius nyesal gw pake ni apkga jelas banget sriusgw udh transfer kok belum di verif pesanan gwjadinya gw cancel aja deh pesanan gw ehh malah dana refund gw yg belum gw trima dah lbih dri  hari ni hati yaa kaliann
1,dua kali order  hri sttus pgriman brhnti disatu tmpt aja hr mnunggu kurir full  jam g brbh sttus br besokny di pick upbsokny lg br dkrmparahlama bget
1,ok
5,aplikasinya bagus banget bosqu
1,kalo ingin maju jangan pake kurir silelet
4,sering hitam sendiri layarnya shake nya keluar trus ada notifikasi shake trus jadi ganggu banget kalo lagi cari barang tolong diperbaiki ya
5,semoga tidak seperti toko ore barang sudah sampai hub terakhir malah gak diantar dan dikembalikan ke penjl  semoga disini berbelanja aman nyaman dan menyenangkan
5,puas pake tokopedia
5,sangat baikk
5,aplikasinya sering update bentar update
5,customer servicenya dimana ngumpetnya cari in donk gak nemu ngumpet dimana padahal mereka digaji
5,baik² saja lanjut
3,sekarang harga yg tertera berubah saat mau dicek outmodel apalagi ya
5,ok
2,jadi banyak tambahan² biaya malah murah di platform lain
1,komplain ditokopedia sangat sulit yg pernah saya alami  bulan lebih gak selesai sangat kapok berbelanja di tokopedia saya sangat kecewakarna prosesnya sangat lama dan sangat ribet jaminan uang kembali sangat minim apabila tidak sabar dan harus detail bukti salah aju banding bisa wasalam kalah sama penjual yg nakal admin tokopedia sangat lama merespon dlm menindaklanjut di pusat resolusi sekarang sangat bobrok sekali pelayanannya saya pesan bagi pengguna baru dan pelanggan lama waspada
5,seringg top up di tokped selalu dapet promo belanja apapun di tokped harga jadi miring sukses selalu tokped
5,oke
5,sudah bagus cuma masih ada juga toko yg agak nakal
5,oke
3,ganti nmr di akun sudah bisa dan sdh terganti tapi pas checkout menggunakan paylatter confirm codenya masih di kirim ke nomer yang lama gimana ya
5,entahlah bagi orang lain bagi sy ini keseringan update
1,hati belanja di aplikasi tokopedia skrg aplg dgn bernilai uang besar jelas penjual salah mendikripsikan barang dagangannya sehingga barang yg dibeli tidak bisa dipakai karena berbeda ukurannya adminny tidak bersikap objektif sudah kasih bukti dan ikuti sesuai yg diminta tetap aja melindungi penjual kesalahan penjual  pembeli yg dirugikan dan proses penyelesaian sangat lama mendingan ke aplikasi orange komplain mudah dan cepat
5,mntapbnyk diskon perthn kn
1,penyelesaian transaksi bermasalah berteletele
1,aplikasi tokopedia makin kesini makin kyak sampah gak guna makin ribet semenjak penggabungan dgn tiktok
5,ok
5,saya sangat senang aplikasi tokopedia sangat menguntungkan
5,bagus dan praktis
3,sudah tidak ada gratis ongkir
5,kak ini promo gajian  tambahin dong nominal kupon nya jangan tambahin yg  samp juta dong ya
1,kenapa iklannya muncul di wa terus sangat mengganggu
1,uda konfirmasi usia tetap aja gak bisa beli pod via app terus gunanya verifikasi ktp buat apa klo gak bisa via app buat nyolong data doang
5,oke
5,oke topp
5,bgus
5,mqntap coy
1,kocak dibatalkan sistem apk cacat
3,baru pertama
5,mantap semenjak saya belanja di tokopedia tidak pernah kecewa denga apa yg saya pesen
5,baik
1,bembatalan pesanan terlalu ribet
5,sejauh ini apknya bagus tapi tolong kasih fitur lacak posisi kurir dong biar tahu paket kita sampe dimanaa
5,baik
5,bagus skalii
1,tempat para penipu online berkumpul di tokopedia karena istri saya beli minyak goreng tapi yang dikirimnya bukan minyak goreng sudah begitu dari tokopedia nya tidak ada keberpihakan kepada pembeli sehingga ini dapat menjadi lahan subur bagi para penipu lain padahal banyak komenkomen yang kasusnya sama seperti istri saya tapi tokopedia tampaknya tidak mengambil tindakan apapun enyah itu di banned atau apa lah buat toko online yang terindikasi menipu konsumenhatihati buat konsumen lainnya
5,harga barangnya murah dan berkualitas premium
5,ok sangat membantu
1,gopay later dibekukan padahal cicilan udah lunas semua gk pernah nunggak
4,susah amat di update
5,
1,kasih banyak voucher
3,kalau bisa rating toko barang dan pengiriman dibedakan kasian juga sama penjual yg responnya cepet tapi pengiriman lambat atau barang yg dijual jelek tapi after sale penjual baik dan pengiriman cepat pelanggan lama tapi promo nya hampir gak ada beda sama dulu yg tiap bulan pasti ada aja promonya mulai dari token belanja dll sekarang
5,mantap
4,segini dulu kalau sudah sesuai pelayanan nambah dah
2,lama ya di prosesnya masa  jam gak selesai pas mau cancel harus nunggu penjualan jugagimana dah
5,sangat puas
5,transaksi cepat pengiriman cepat  aman
1,paling benci kalau dapat expedisi ninjajneanteraja pengantaran melewati batas estimasikadang suka barang rusak atau hilang udah lama nunggu malah akhirnya ajukan komplain tolong beri edukasi pada expedisi tersebut
5,top banget deh
1,admin terkesan plinplan dan terus mengubah sikapnya seperti komunikasi dengan robot serta tidak memperhatikan bukti tapi lebih memihak penjual meski penjual menipu dan tidak punya satupun bukti baik foto ataupun video
5,ok
3,tolong perbaiki woy searching barang kok ga nongol nongol ketik aki motobatt aja opps barang tidak ada kena hack apa
1,apk tokopeda jelek pusat resolusinya lambat bikin jengkel mengajukan pengembalian dana aja sampai berharihari dan sampai saat ini takunjung kelar dan memakan waktu hatilah belanja disini banyak penjual penipu
2,scan kode qr dimana sih letak menunya cari setengah jam ga ketemu ribet amat
5,bagus
1,system pencarian nya sangat buruk payah mending shopee
3,tolong buat tokped  tiktok lebih mementingkan seller jngn memanjakan pembeli harus fer masa bintang  lngsung dapet sangsi dih
5,mantap
5,kok jadi ribet searching nya
5,bagus tapi klw boleh usul sama para resiler bisa cod dong
1,dana pengembalian belum dikirim informasi sudah disetujui asuransi tanggal  mei  x jam akan dikembalikan setelah ditanya tanggal  mei  butuh tambahan waktu sampai tanggal  mei  setelah ditanyakan kembali proses masih dalam pengecekan pihak asuransi kembali dan informasi di tanggal  mei  ditanyakan kembali bawah proses pengecekan pihak asuransi tidak dapat diestimasi waktu penyelesaiannya sangat mengecewakan
1,transaksi gagal tapi tagihan paylater tetep ada mohon bantuan nya
5,tempat belanja online favorit ku ya tokopedia
5,good
4,fitur search produk nya tolong di benahi susah nyari produk nya
2,apasih tokped inike menu pencarian saat diketik nama barang nya gak muncul aneh bener sampe berulang ulang kali nama nya tetap gak ditemukan nama barang nya
2,aplikasinya suka ada bug masak cari produk gak muncul di suruh pakai kata kunci lain
3,ribet bgt masa ketik parfume aja gak keluar produknya ribet
3,sudah mulai sepi banget jualan di tokopedia
2,tokped aneh harga barang  ribu pas dicek total pesanan kok berubah jadi  ribu itu hanya total harga barang saja belum termasuk proteksiongkirdan biaya lain hati hati buat yang mau belanja harus dicek dulu
1,pencarian sekarang kok malah di batasin yah sebelum update biasanya nyari alat hunting atau sebagainya mudah banget di akses lah sekarang pada hilang semua njir gak bisa d cari
3,banyak bug saya tidak dapat mencari barang
5,kenapa mitra tokopedia masih di alihkan ke tokopedia
1,ngaduin komplain ke pihak tokped kalau barang saya belum sampai prosesnya lama ribet muter muter padahal sudah jelas pihak kurir tidak memposting foto penerimaan barang dari kurir ke pihak pembeli buat apa ngaduin komplain kalau akhirnya saya tidak mendapat dana komplain uang hangus barang tidak dapat mending lu hapus nih aplikasi asli mending pake shopee dan lazada dari pada tokped ampas
1,aplikasi nya jelek banget sering nge bug saat searching barang mana gue mau beli itu barang cepet eh terpaksa baru bisa belu besoknya karena tokped nge bug nya parah banget ayo lah dev kembangkan lagi apk nya
2,update terakhir yang guncang  kok gabisa kolom pencariannya disuruh ganti kata kunci mulu tolong dibenerin
1,setelah update aplikasi tambah jelek setiap cari barang selalu tidak ada diminta utk ubah kata kunci bukannya memberikan kemudahan malah ancur
1,setelah di update sangat kacau untuk pencarian produk sangat susah sangat kecewa ahirnya pindah ke olshop sebelah
1,apk makin gak jelas semua kata kunci pencarian gak bisa
1,sampah gratis ongkir hilang harga beda dengan yang di checkout
1,bugs mulu sekelas tokopedia banyak masalah
1,terlalu banyak pembatasan kata kunci pencarian kalah saing sama toko sebelah
2,komplen barang susah ngga bisa upload video unboxing ketemu seler penipu di tokped tp ngga bisa komplen barang
1,tolong aktifkan data di paylater tiktok pedian saya ada pembayaran  tapi akun tiktok saya terblokir bagaimana saya bisa membayar jika tidak ada bantuan dari pihak kalian  sedangkan saya mau membayar nya  di telp terus di bantu kaga
5,kenapa tidak bisa buwat top up dana
3,aplikasi bagus tidak ada bug respon admin sangat baik tp  sejak gabung tiktok jdi kurang nyaman dipandang tp msh mending drpd oren
1,makin kesini makin gajelas banyak eror untuk cari barang aja sering muncul oopss produk nggak ditemukan padahal keywordnya sangat umum dan kalo dicari dari google ketemu ujungnya tetep aja masuk ke app tokped lagi lewat url di google ribet kalo fungsi pencarian di app error mulu
1,katanya mau bangkrut ya cari nama barang gak ada mulu
1,pesanan saya gk sampai menggunakan expedisi jne mending putus aja kerjasama dengan jne pesanan sering gk sampai
1,ternyata makin kesini toped makin aneh pesan barang udah  hari blom di proses penjual mau dibatalin  e nunggu persetujuan penjual aneh bner ini toped seolah olah kita yg salah sistem nya tuh diubah  hari gak proses batal sendiri jangan kelamaan penjual dan pembeli satu kota proses lama pengen hapus akun walaupun sudah terverifikasi kayaknya mubazir aja sungguh tidak menghargai konsumen memang lebih enak belanja di toko oren sekarang
5,pelayanan tokopedia mantab dan cepat harus diberi rating bintang  inii
5,mantap
1,jngn pernah kalian pake aplikasi busuk ini gampang kena sadap orang tiba tiba bayak transaksi pembelian pulsa ke no tidak di kenal sedangkan kita tidak melakukannya aplikasi busuk
5,tampilan msh lbh bagus n simpel sblm di update
2,lama cuma beli barang kecil aja lemot ga niat
5,baguss
1,apaan dah sekarang beli paket kena area fleet mulu  ya klo emg gk bisa ke daerahnya dibikin dong pas di jasa pengirimannya pemberitahuan klo emg paketnya gk bisa sampe ke daerah yg di tuju  jangan sampe nunggu seminggu lebih baru selesai di proses  ngaco makin lama makin kesini
2,kenapa sih sering gangguan kalau saat checkout barang
1,ongkirnya ga ngotak bjir
5,mantap
1,korupsi terselubung dibatalkan sistem pesanan tidak di proses uang yg dikembalikan tidak sesuai lebih kecil dari uang yg dibayarkan via transfer bank biaya layanan tidak dikembalikan tidak ada transaksi tapi dikenakan biaya layanan ditambah refund sudah tidak instan
5,mudah harga bersaing
1,belanja disini terlalu mahal di ongkir bagusan shoope
5,mohon jangan tutup aku suka tokopedia karena kurir nya lebih cepat ketimbang shopee dan mencari seller nya lebih terpercaya ketimbang shopee please tetap bertahan
1,customer service nya lemot banget ditunggu lama ga ada respon
5,good
1,aplikasi apa tidak bisa cod kalah sama aplikasi laen
1,toko pedia paling sulit untuk retur barang gak lagidah belanja di tokped
4,cepat dan tepat
1,cs ga beruguna cs bot cs gaji buta tokped sarang penipu pelaporan sudah hampir sebulan di close sampai x privasi penipu di lindungi penanganan benar lama resi bisa diubah sesuka hati sama penjual tiba pesanan selesai pembelian jt di kirim barang dari resi shopee seharga rupiahpulpen tokped tidak aman sudah trauma pakai tokped
1,maubelitengsemprotdiiklan rp bayarditempattapibedadngantulisandi layarbagaimana yahkatanyahgratisongkijangandiputarbalikterusohonpemahanyangbisadimengertiterimakasih
5,sangat bagus
5,sangat baik
1,maksa banget buat gabung tiktod ribet cair penjualan semakin lama fokus ke shopee aja lah ga banyak drama tiktod tiktodan
5,selama ini produk selalu bagus sampainya very good dalam pengiriman semoga bagus terus deh  sukses selalu thanks
1,voucher ilang
3,tolong tokopedia bikin kebijakan proses pesanan jangan lebih dari  hari atau pesanan otomatis batal jika proses pesanan lebih dari  hatiri biar penjual tidak semenamena memproses pesanan pengalaman tidak enak beli barang dan status pesanan diproses sampai  hari dan akhirnya barang tidak dikirim dan batal otomatis setelah hari kelima padahal penjual sudah di chat tapi direspon dengan menyuruha sabar dan menunggu
